contractSymbol	lastTradeDate	strike	lastPrice	bid	ask	change	percentChange	volume	openInterest	impliedVolatility	inTheMoney	contractSize	currency
SPY240119P00330000	2023-11-09 17:28:46+00:00	330.0	0.38	0.41	0.42	-0.00999999	-2.5641003	17.0	20158	0.31153032226562494	False	REGULAR	USD
SPY240119P00335000	2023-11-08 20:22:40+00:00	335.0	0.41	0.45	0.46	-0.00999999	-2.3809502	4.0	12477	0.3012765185546875	False	REGULAR	USD
SPY240119P00340000	2023-11-08 21:14:28+00:00	340.0	0.46	0.48	0.5	0.0	0.0	5.0	23507	0.29053443847656246	False	REGULAR	USD
SPY240119P00345000	2023-11-09 17:20:51+00:00	345.0	0.5	0.54	0.55	0.0	0.0	23.0	29628	0.28040270385742183	False	REGULAR	USD
SPY240119P00350000	2023-11-09 17:54:40+00:00	350.0	0.61	0.6	0.61	0.050000012	8.928574	229.0	34631	0.2706371765136719	False	REGULAR	USD
SPY240119P00355000	2023-11-09 15:56:56+00:00	355.0	0.61	0.66	0.67	-0.00999999	-1.6129017	22.0	14616	0.2602613037109375	False	REGULAR	USD
SPY240119P00356000	2023-11-06 19:24:05+00:00	356.0	0.78	0.68	0.69	0.0	0.0	1.0	756	0.25867440551757814	False	REGULAR	USD
SPY240119P00357000	2023-11-08 14:43:17+00:00	357.0	0.62	0.69	0.7	0.0	0.0	357.0	715	0.2563550927734375	False	REGULAR	USD
SPY240119P00358000	2023-11-07 18:41:36+00:00	358.0	0.69	0.7	0.71	0.0	0.0	53.0	1573	0.2541578491210938	False	REGULAR	USD
SPY240119P00359000	2023-11-08 16:17:35+00:00	359.0	0.67	0.71	0.72	0.0	0.0	16.0	383	0.2518385363769531	False	REGULAR	USD
SPY240119P00360000	2023-11-09 18:10:53+00:00	360.0	0.74	0.74	0.75	0.060000002	8.823529	278.0	37090	0.2507399145507812	False	REGULAR	USD
SPY240119P00361000	2023-11-08 19:05:08+00:00	361.0	0.7	0.76	0.77	0.0	0.0	111.0	631	0.249030947265625	False	REGULAR	USD
SPY240119P00362000	2023-11-08 15:00:48+00:00	362.0	0.69	0.76	0.77	0.0	0.0	2.0	678	0.24597921997070313	False	REGULAR	USD
SPY240119P00363000	2023-11-08 19:05:08+00:00	363.0	0.73	0.79	0.8	0.0	0.0	305.0	650	0.2447585290527344	False	REGULAR	USD
SPY240119P00364000	2023-11-08 19:05:08+00:00	364.0	0.75	0.81	0.82	0.0	0.0	33.0	731	0.24292749267578123	False	REGULAR	USD
SPY240119P00365000	2023-11-09 17:56:41+00:00	365.0	0.76	0.82	0.83	0.0	0.0	17.0	22914	0.24048611083984373	False	REGULAR	USD
SPY240119P00366000	2023-11-09 16:37:14+00:00	366.0	0.78	0.86	0.87	0.00999999	1.2987001	7.0	385	0.23975369628906246	False	REGULAR	USD
SPY240119P00367000	2023-11-09 18:03:18+00:00	367.0	0.86	0.86	0.87	0.050000012	6.1728406	7000.0	1294	0.23670196899414062	False	REGULAR	USD
SPY240119P00368000	2023-11-09 17:26:40+00:00	368.0	0.81	0.89	0.9	-0.089999974	-9.999997	1.0	962	0.23535920898437498	False	REGULAR	USD
SPY240119P00369000	2023-11-09 14:50:29+00:00	369.0	0.82	0.91	0.92	-0.030000031	-3.5294154	101.0	1294	0.2332840344238281	False	REGULAR	USD
SPY240119P00370000	2023-11-09 18:09:14+00:00	370.0	0.95	0.93	0.94	0.110000014	13.095241	40.0	36931	0.23133092895507812	False	REGULAR	USD
SPY240119P00371000	2023-11-08 17:22:22+00:00	371.0	0.85	0.96	0.97	-0.099999964	-10.526312	2.0	993	0.22974403076171873	False	REGULAR	USD
SPY240119P00372000	2023-11-07 21:10:34+00:00	372.0	0.96	0.99	1.01	0.0	0.0	12.0	1116	0.22864540893554688	False	REGULAR	USD
SPY240119P00373000	2023-11-09 18:03:18+00:00	373.0	1.0	1.02	1.03	0.060000002	6.382979	7001.0	2745	0.2264481652832031	False	REGULAR	USD
SPY240119P00374000	2023-11-09 15:59:19+00:00	374.0	0.96	1.05	1.06	-0.050000012	-4.950496	5.0	1660	0.22480023254394527	False	REGULAR	USD
SPY240119P00375000	2023-11-09 18:07:31+00:00	375.0	1.08	1.06	1.07	0.09000003	9.090912	26.0	24803	0.22217574707031246	False	REGULAR	USD
SPY240119P00376000	2023-11-08 15:09:31+00:00	376.0	1.04	1.09	1.1	0.03999996	3.9999962	1.0	1926	0.22034471069335934	False	REGULAR	USD
SPY240119P00377000	2023-11-09 14:36:48+00:00	377.0	1.0	1.14	1.15	-0.26999998	-21.259842	11.0	670	0.2194291925048828	False	REGULAR	USD
SPY240119P00378000	2023-11-09 14:30:36+00:00	378.0	1.01	1.15	1.16	-0.100000024	-9.00901	2.0	2722	0.2166826379394531	False	REGULAR	USD
SPY240119P00379000	2023-11-07 20:16:45+00:00	379.0	1.2	1.19	1.2	0.0	0.0	6.0	3048	0.21521780883789063	False	REGULAR	USD
SPY240119P00380000	2023-11-09 18:09:32+00:00	380.0	1.26	1.25	1.26	0.13999999	12.499998	843.0	36898	0.21448539428710936	False	REGULAR	USD
SPY240119P00381000	2023-11-08 19:32:33+00:00	381.0	1.17	1.26	1.27	0.0	0.0	100.0	2332	0.21167780517578122	False	REGULAR	USD
SPY240119P00382000	2023-11-08 20:51:03+00:00	382.0	1.16	1.31	1.32	0.0	0.0	7.0	2236	0.2104571142578125	False	REGULAR	USD
SPY240119P00383000	2023-11-08 20:51:03+00:00	383.0	1.2	1.34	1.36	0.0	0.0	23.0	3911	0.2087481469726562	False	REGULAR	USD
SPY240119P00384000	2023-11-09 15:52:21+00:00	384.0	1.28	1.41	1.43	-0.060000062	-4.4776163	9.0	1264	0.20807676696777339	False	REGULAR	USD
SPY240119P00385000	2023-11-09 18:07:31+00:00	385.0	1.46	1.44	1.45	0.1500001	11.45039	67.0	27234	0.20551331604003903	False	REGULAR	USD
SPY240119P00386000	2023-11-09 18:01:13+00:00	386.0	1.34	1.48	1.49	-0.059999943	-4.2857103	13.0	1876	0.20368227966308594	False	REGULAR	USD
SPY240119P00387000	2023-11-09 16:35:56+00:00	387.0	1.35	1.55	1.56	-0.07999992	-5.5944004	9.0	1358	0.20276676147460934	False	REGULAR	USD
SPY240119P00388000	2023-11-08 17:06:04+00:00	388.0	1.57	1.62	1.63	0.0	0.0	6.0	1299	0.20179020874023437	False	REGULAR	USD
SPY240119P00389000	2023-11-09 16:34:42+00:00	389.0	1.45	1.63	1.65	-0.20999992	-12.650599	2.0	2115	0.1991046887207031	False	REGULAR	USD
SPY240119P00390000	2023-11-09 18:11:22+00:00	390.0	1.68	1.69	1.7	0.19999993	13.513508	2079.0	37762	0.19733468688964845	False	REGULAR	USD
SPY240119P00391000	2023-11-08 19:32:33+00:00	391.0	1.6	1.73	1.74	0.00999999	0.6289302	10.0	9516	0.19519847778320312	False	REGULAR	USD
SPY240119P00392000	2023-11-08 19:07:51+00:00	392.0	1.65	1.82	1.83	0.0	0.0	8.0	3444	0.1945270977783203	False	REGULAR	USD
SPY240119P00393000	2023-11-08 20:58:05+00:00	393.0	1.65	1.88	1.89	-0.01999998	-1.1976037	15.0	6648	0.1928791650390625	False	REGULAR	USD
SPY240119P00394000	2023-11-09 17:27:14+00:00	394.0	1.73	1.96	1.97	0.03999996	2.3668616	10.0	2570	0.19171950866699222	False	REGULAR	USD
SPY240119P00395000	2023-11-09 17:45:50+00:00	395.0	1.81	1.98	1.99	0.059999943	3.4285681	115.0	28154	0.1887898504638672	False	REGULAR	USD
SPY240119P00396000	2023-11-09 16:01:41+00:00	396.0	1.82	2.06	2.08	-0.089999914	-4.7120376	258.0	4421	0.18775226318359373	False	REGULAR	USD
SPY240119P00397000	2023-11-09 17:11:10+00:00	397.0	1.88	2.11	2.12	-0.07000005	-3.5897462	37.0	3252	0.18531088134765622	False	REGULAR	USD
SPY240119P00398000	2023-11-09 16:35:58+00:00	398.0	1.91	2.24	2.25	-0.03000009	-1.5463964	122.0	3280	0.18512777770996092	False	REGULAR	USD
SPY240119P00399000	2023-11-09 17:59:12+00:00	399.0	2.05	2.31	2.33	0.059999943	3.0150726	86.0	1896	0.18360191406249998	False	REGULAR	USD
SPY240119P00400000	2023-11-09 18:08:31+00:00	400.0	2.44	2.37	2.38	0.28999996	13.48837	3112.0	139319	0.18122156677246093	False	REGULAR	USD
SPY240119P00401000	2023-11-09 16:57:59+00:00	401.0	2.16	2.47	2.49	-0.03999996	-1.8181801	358.0	2890	0.18024501403808596	False	REGULAR	USD
SPY240119P00402000	2023-11-09 15:58:08+00:00	402.0	2.32	2.56	2.57	-0.029999971	-1.2765945	349.0	1898	0.17844449493408204	False	REGULAR	USD
SPY240119P00403000	2023-11-09 17:41:21+00:00	403.0	2.38	2.64	2.66	-0.089999914	-3.643721	558.0	3441	0.1767965621948242	False	REGULAR	USD
SPY240119P00404000	2023-11-09 18:03:38+00:00	404.0	2.69	2.69	2.71	0.26999998	11.157023	267.0	3254	0.17420259399414065	False	REGULAR	USD
SPY240119P00405000	2023-11-09 18:03:16+00:00	405.0	2.75	2.86	2.87	0.21000004	8.267718	365.0	55806	0.1739279385375977	False	REGULAR	USD
SPY240119P00406000	2023-11-09 18:10:34+00:00	406.0	2.93	2.89	2.91	0.13000011	4.6428614	235.0	3304	0.17099828033447267	False	REGULAR	USD
SPY240119P00407000	2023-11-09 18:04:32+00:00	407.0	2.98	3.08	3.1	0.0	0.0	538.0	3073	0.17108983215332033	False	REGULAR	USD
SPY240119P00408000	2023-11-09 18:11:36+00:00	408.0	3.15	3.12	3.14	0.33000016	11.702134	1498.0	4354	0.16803810485839848	False	REGULAR	USD
SPY240119P00409000	2023-11-09 18:02:04+00:00	409.0	3.06	3.32	3.33	0.059999943	1.9999981	531.0	3731	0.16788551849365235	False	REGULAR	USD
SPY240119P00410000	2023-11-09 18:05:18+00:00	410.0	3.31	3.38	3.4	0.24000001	7.8175898	1395.0	61194	0.16529155029296877	False	REGULAR	USD
SPY240119P00411000	2023-11-09 17:12:15+00:00	411.0	3.12	3.5	3.51	-0.2800002	-8.2353	64.0	2836	0.163368962097168	False	REGULAR	USD
SPY240119P00412000	2023-11-09 18:06:34+00:00	412.0	3.63	3.72	3.74	0.05000019	1.3966534	243.0	5643	0.16358258300781253	False	REGULAR	USD
SPY240119P00413000	2023-11-09 18:06:29+00:00	413.0	3.76	3.85	3.87	0.3599999	10.588232	266.0	3810	0.16181258117675779	False	REGULAR	USD
SPY240119P00414000	2023-11-09 17:44:18+00:00	414.0	3.6	3.94	3.96	0.00999999	0.27855128	36.0	11900	0.1592186129760742	False	REGULAR	USD
SPY240119P00415000	2023-11-09 18:05:22+00:00	415.0	4.0	4.11	4.13	0.27999997	7.5268807	261.0	32230	0.15796740478515625	False	REGULAR	USD
SPY240119P00416000	2023-11-09 17:00:42+00:00	416.0	3.76	4.29	4.31	-0.1400001	-3.5897462	1340.0	44350	0.15674671386718753	False	REGULAR	USD
SPY240119P00417000	2023-11-09 17:11:10+00:00	417.0	3.92	4.39	4.41	-0.07999992	-1.9999981	30.0	8342	0.1540917111206055	False	REGULAR	USD
SPY240119P00418000	2023-11-09 16:01:25+00:00	418.0	4.2	4.71	4.72	0.069999695	1.6949078	127.0	5666	0.15473257385253908	False	REGULAR	USD
SPY240119P00419000	2023-11-09 18:04:32+00:00	419.0	4.73	4.78	4.8	0.3699999	8.486236	164.0	2933	0.15155877746582033	False	REGULAR	USD
SPY240119P00420000	2023-11-09 18:07:48+00:00	420.0	5.08	4.97	4.99	0.52999973	11.648345	795.0	72088	0.1500023965454102	False	REGULAR	USD
SPY240119P00421000	2023-11-09 17:41:21+00:00	421.0	4.79	5.19	5.21	0.17000008	3.6796553	38.0	2888	0.14878170562744142	False	REGULAR	USD
SPY240119P00422000	2023-11-09 18:02:05+00:00	422.0	5.05	5.33	5.35	0.3000002	6.3157935	144.0	3457	0.14624877197265623	False	REGULAR	USD
SPY240119P00423000	2023-11-09 18:10:45+00:00	423.0	5.61	5.55	5.57	0.5999999	11.976046	193.0	9077	0.14475342559814453	False	REGULAR	USD
SPY240119P00424000	2023-11-09 18:11:06+00:00	424.0	5.8	5.85	5.87	0.6300001	12.185689	587.0	4843	0.14429566650390624	False	REGULAR	USD
SPY240119P00425000	2023-11-09 18:11:33+00:00	425.0	6.06	6.03	6.05	0.50999975	9.189185	1032.0	33510	0.1419763537597656	False	REGULAR	USD
SPY240119P00426000	2023-11-09 18:10:39+00:00	426.0	6.35	6.42	6.44	0.32999992	5.481726	1304.0	4978	0.14246463012695312	False	REGULAR	USD
SPY240119P00427000	2023-11-09 18:11:20+00:00	427.0	6.51	6.61	6.63	0.42000008	6.8965526	163.0	3749	0.1399622137451172	False	REGULAR	USD
SPY240119P00428000	2023-11-09 18:07:42+00:00	428.0	6.98	6.77	6.8	0.8800001	14.426232	309.0	4514	0.13706307281494146	False	REGULAR	USD
SPY240119P00429000	2023-11-09 18:08:38+00:00	429.0	7.29	7.25	7.27	0.73	11.128049	128.0	4330	0.13811591873168944	False	REGULAR	USD
SPY240119P00430000	2023-11-09 18:09:19+00:00	430.0	7.54	7.38	7.4	0.6999998	10.233915	2830.0	41203	0.1343775527954102	False	REGULAR	USD
SPY240119P00431000	2023-11-09 18:10:20+00:00	431.0	7.86	7.77	7.79	0.9000001	12.931035	373.0	2875	0.1339808282470703	False	REGULAR	USD
SPY240119P00432000	2023-11-09 17:21:27+00:00	432.0	7.32	8.06	8.09	0.14000034	1.9498656	1134.0	2220	0.13218030914306644	False	REGULAR	USD
SPY240119P00433000	2023-11-09 18:03:33+00:00	433.0	8.25	8.5	8.52	0.78999996	10.589812	457.0	2147	0.1319361709594727	False	REGULAR	USD
SPY240119P00434000	2023-11-09 18:11:03+00:00	434.0	8.67	8.68	8.7	0.59000015	7.301982	707.0	5840	0.12821306365966795	False	REGULAR	USD
SPY240119P00435000	2023-11-09 18:10:53+00:00	435.0	9.05	9.2	9.22	0.6300001	7.482187	6449.0	26839	0.1287318572998047	False	REGULAR	USD
SPY240119P00436000	2023-11-09 18:10:29+00:00	436.0	9.62	9.63	9.66	0.80999947	9.194091	543.0	4800	0.12799944274902342	False	REGULAR	USD
SPY240119P00437000	2023-11-09 18:09:01+00:00	437.0	10.11	9.82	9.84	0.9399996	10.250813	1292.0	2671	0.12371176589965821	True	REGULAR	USD
SPY240119P00438000	2023-11-09 18:08:11+00:00	438.0	10.56	10.47	10.5	0.97000027	10.114706	911.0	4692	0.12542073318481445	True	REGULAR	USD
SPY240119P00439000	2023-11-09 17:39:08+00:00	439.0	9.88	10.8	10.83	-0.119999886	-1.1999989	230.0	1087	0.12264366134643556	True	REGULAR	USD
SPY240119P00440000	2023-11-09 18:11:32+00:00	440.0	11.21	11.15	11.18	0.77999973	7.478425	498.0	31197	0.11988184814453123	True	REGULAR	USD
SPY240119P00441000	2023-11-09 17:04:37+00:00	441.0	10.49	11.87	11.9	-0.40000057	-3.6730998	90.0	1306	0.1217434017944336	True	REGULAR	USD
SPY240119P00442000	2023-11-09 18:04:26+00:00	442.0	12.1	12.08	12.11	0.8800001	7.843138	256.0	665	0.11664701721191406	True	REGULAR	USD
SPY240119P00443000	2023-11-09 18:07:24+00:00	443.0	12.83	12.6	12.71	1.4399996	12.642665	389.0	556	0.11646391357421876	True	REGULAR	USD
SPY240119P00444000	2023-11-09 17:40:55+00:00	444.0	12.21	12.97	13.56	-0.28999996	-2.3199997	14.0	550	0.11942408905029298	True	REGULAR	USD
SPY240119P00445000	2023-11-09 17:26:35+00:00	445.0	12.65	13.88	14.06	-0.25	-1.9379846	52.0	14346	0.11744046630859376	True	REGULAR	USD
SPY240119P00446000	2023-11-08 18:04:21+00:00	446.0	14.05	14.35	15.11	0.0	0.0	1.0	233	0.12284202362060548	True	REGULAR	USD
SPY240119P00447000	2023-11-08 20:03:05+00:00	447.0	14.37	14.73	15.73	0.0	0.0	4.0	59	0.12210960906982424	True	REGULAR	USD
SPY240119P00448000	2023-11-09 15:11:00+00:00	448.0	15.01	15.04	16.08	-0.3000002	-1.9595048	12.0	119	0.11725736267089844	True	REGULAR	USD
SPY240119P00449000	2023-11-08 14:53:50+00:00	449.0	15.06	15.94	17.19	0.37000084	2.518726	1.0	93	0.12314719635009766	True	REGULAR	USD
SPY240119P00450000	2023-11-09 18:08:26+00:00	450.0	17.26	16.57	17.43	1.3699999	8.621774	40.0	14838	0.11603667175292968	True	REGULAR	USD
SPY240119P00451000	2023-11-09 14:30:01+00:00	451.0	14.33	17.01	18.08	-2.4099998	-14.396654	1.0	11	0.11463287719726564	True	REGULAR	USD
SPY240119P00452000	2023-11-09 14:33:49+00:00	452.0	16.75	17.83	18.96	0.069999695	0.41966245	3.0	5	0.11664701721191406	True	REGULAR	USD
SPY240119P00453000	2023-11-07 20:59:50+00:00	453.0	18.6	18.36	19.56	0.0	0.0	3.0	3	0.1139309799194336	True	REGULAR	USD
SPY240119P00454000	2023-11-08 15:29:01+00:00	454.0	18.74	19.1	20.7	0.0	0.0	5.0	5	0.11997339996337889	True	REGULAR	USD
SPY240119P00455000	2023-11-09 17:00:19+00:00	455.0	18.93	19.86	21.1	0.14999962	0.79872	6.0	1533	0.11322908264160156	True	REGULAR	USD
SPY240119P00456000	2023-10-26 18:23:04+00:00	456.0	42.25	20.99	22.46	0.0	0.0		0	0.12311667907714845	True	REGULAR	USD
SPY240119P00457000	2023-11-06 17:41:44+00:00	457.0	22.78	21.52	22.73	0.0	0.0	5.0	8	0.11325959991455078	True	REGULAR	USD
SPY240119P00458000	2023-11-08 20:44:24+00:00	458.0	21.42	22.36	23.66	0.0	0.0	5.0	6	0.11521270538330078	True	REGULAR	USD
SPY240119P00460000	2023-11-09 16:10:25+00:00	460.0	22.97	24.26	25.78	-1.0300007	-4.2916694	1.0	525	0.12409323181152344	True	REGULAR	USD
SPY240119P00462000	2023-11-07 19:28:38+00:00	462.0	25.0	25.87	27.21	0.0	0.0	1.0	2	0.11835598449707031	True	REGULAR	USD
SPY240119P00465000	2023-11-06 20:16:07+00:00	465.0	28.8	28.61	29.89	-1.7000008	-5.573773	28.0	147	0.11945460632324219	True	REGULAR	USD
SPY240119P00470000	2023-11-08 20:59:14+00:00	470.0	32.63	33.7	35.08	0.0	0.0	960.0	56	0.13843635009765626	True	REGULAR	USD
SPY240119P00475000	2023-11-09 17:24:37+00:00	475.0	37.47	38.6	40.04	-0.27999878	-0.74171865	1.0	16	0.15107050109863285	True	REGULAR	USD
SPY240119P00480000	2023-11-08 20:59:14+00:00	480.0	42.63	43.55	44.87	0.0	0.0	358.0	22	0.15924913024902343	True	REGULAR	USD
SPY240119P00485000	2023-11-08 20:59:14+00:00	485.0	47.62	48.59	50.04	0.0	0.0	357.0	22	0.17707121765136719	True	REGULAR	USD
SPY240119P00490000	2023-11-08 19:27:59+00:00	490.0	53.53	53.59	55.04	0.0	0.0	14.0	4	0.18952226501464847	True	REGULAR	USD
SPY240119P00495000	2023-11-02 17:35:26+00:00	495.0	65.03	58.54	59.87	0.0	0.0	1.0	1	0.19599192687988282	True	REGULAR	USD
SPY240119P00500000	2023-11-08 20:59:14+00:00	500.0	62.62	63.69	65.28	0.0	0.0	445.0	34	0.2213822979736328	True	REGULAR	USD
SPY240119P00505000	2023-11-08 19:25:02+00:00	505.0	68.51	68.68	70.07	0.0	0.0	7.0	2	0.22620402709960938	True	REGULAR	USD
SPY240119P00510000	2023-11-06 20:45:25+00:00	510.0	75.11	73.67	75.07	0.0	0.0	2.0	0	0.2375564526367187	True	REGULAR	USD
SPY240119P00515000	2023-11-08 20:26:28+00:00	515.0	78.05	78.51	79.93	0.0	0.0	1.0	1	0.24341576904296874	True	REGULAR	USD
SPY240119P00520000	2023-11-08 20:26:28+00:00	520.0	83.07	83.56	85.03	0.0	0.0	1.0	0	0.2580640600585938	True	REGULAR	USD
SPY240119P00525000	2023-11-08 20:25:34+00:00	525.0	88.08	88.54	89.87	0.0	0.0	1.0	1	0.26233647827148443	True	REGULAR	USD
SPY240119P00530000	2023-11-08 20:25:34+00:00	530.0	93.1	93.65	95.07	0.0	0.0	8.0	2	0.2808299456787109	True	REGULAR	USD
SPY240119P00535000	2023-11-08 19:21:43+00:00	535.0	98.44	98.75	100.31	0.0	0.0	7.0	2	0.30048306945800785	True	REGULAR	USD
SPY240119P00540000	2023-11-07 20:41:40+00:00	540.0	102.55	103.75	105.31	0.0	0.0	1.0	0	0.3107979077148437	True	REGULAR	USD
SPY240119P00545000	2023-10-26 18:56:32+00:00	545.0	129.39	108.54	110.03	0.0	0.0	40.0	0	0.309577216796875	True	REGULAR	USD
SPY240119P00550000	2023-10-26 18:56:32+00:00	550.0	135.27	113.64	115.07	0.0	0.0	47.0	0	0.3210517114257812	True	REGULAR	USD
SPY240119P00555000	2023-10-26 19:52:41+00:00	555.0	141.75	118.66	120.31	0.0	0.0	36.0	0	0.340826904296875	True	REGULAR	USD
SPY240119P00560000	2023-10-26 20:11:44+00:00	560.0	146.63	123.48	124.88	0.0	0.0	40.0	0	0.3314275842285156	True	REGULAR	USD
SPY240119P00565000	2023-10-26 20:11:44+00:00	565.0	151.64	128.37	129.88	0.0	0.0	188.0	0	0.34064380065917965	True	REGULAR	USD
SPY240119P00570000	2023-10-26 20:11:44+00:00	570.0	156.65	133.47	134.88	0.0	0.0	242.0	0	0.3497379479980468	True	REGULAR	USD
SPY240119P00575000	2023-11-08 20:57:54+00:00	575.0	137.72	138.46	139.88	0.0	0.0	78.0	10	0.35864899169921877	True	REGULAR	USD
SPY240119P00580000	2023-11-06 21:05:02+00:00	580.0	144.5	143.35	144.88	0.0	0.0	23.0	0	0.36743796630859377	True	REGULAR	USD
SPY240119P00585000	2023-10-31 20:10:59+00:00	585.0	167.19	148.45	149.88	0.0	0.0	7.0	0	0.37622694091796877	True	REGULAR	USD
SPY240119P00590000	2023-10-25 20:07:07+00:00	590.0	172.13	153.43	154.88	0.0	0.0	21.0	0	0.38477177734374995	True	REGULAR	USD
SPY240119P00595000	2023-10-25 20:07:07+00:00	595.0	177.12	158.44	159.89	0.0	0.0	24.0	0	0.39380489013671877	True	REGULAR	USD
SPY240119P00600000	2023-10-25 20:07:07+00:00	600.0	182.13	163.67	165.43	0.0	0.0	27.0	0	0.4285945812988281	True	REGULAR	USD
SPY240119P00605000	2023-10-25 20:07:07+00:00	605.0	187.16	168.68	170.33	0.0	0.0	72.0	0	0.432622861328125	True	REGULAR	USD
SPY240119P00610000	2022-05-10 13:52:28+00:00	610.0	207.85	205.0	210.24	0.0	0.0	1.0	1	1.0680741176605228	True	REGULAR	USD
SPY240119P00615000	2022-05-10 13:52:28+00:00	615.0	212.94	210.5	215.37	0.0	0.0	1.0	1	1.0850265475463865	True	REGULAR	USD
SPY240119P00620000	2023-04-24 14:19:24+00:00	620.0	207.34	208.79	210.37	0.0	0.0	2.0	0	0.9725344543457031	True	REGULAR	USD
